 CODICE_IVASS;TIPO_ALBO;DATA_ISCRIZIONE_ALBO_ELENCO;DATA_CANCELLAZIONE_ALBO_ELENCO;DENOMINAZIONE_IMPRESA;CODICE_FISCALE;CLASSIFICAZIONE;INDIRIZZO_SEDE_LEGALE_RAPPRESENTANZA_IN_ITALIA;INDIRIZZO_DIREZIONE_GENERALE;INDIRIZZO_CASA_MADRE;TIPO_LAVORO;PEC
40785;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-01-19;9999-12-31;FM INSURANCE EUROPE S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ONE-ON-ONE 1, ROUTE D'ESCH (L-1470 )  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40786;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-01-19;9999-12-31;FM INSURANCE EUROPE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;8, COURS DE TRIANGLE, LE DEFENCE CEDEX  (92937 )  PARIGI FRANCIA;DANNI; 
40334;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-04-16;9999-12-31;FORSIKRINGSSELSKABET  PRIVATSIKRING A/S; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GAMMEL KONGEVEJ 60  COPENAGHEN DANIMARCA;DANNI; 
40807;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2018-05-18;9999-12-31;FORTEGRA EUROPE INSURANCE COMPANY P.L.C.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;OFFICE 13, SOHO OFFICE THE STRAND, FAWWARA BUILDING, TRIQ L-IMSIDA GZR 1401  GZIRA MALTA;DANNI; 
20088;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;FORTUNA LEBENS VERSICHERUNGS AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STADTLE 35 FL 9490 VADUZ  VADUZ LIECHTENSTEIN;VITA; 
10206;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;FOYER ASSURANCES S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;12, RUE LÉON LAVAL (L- 3372 )  LEUDELANGE LUSSEMBURGO;DANNI; 
41019;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-02-11;9999-12-31;FOYER SANTÉ S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;12, RUE LÉON LAVAL (L-3372)  LEUDELANGE LUSSEMBURGO;DANNI; 
20020;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;FOYER VIE SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;12, RUE LÉON LAVAL (L- 3372 )  LEUDELANGE LUSSEMBURGO;VITA; 
20211;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;FWU LIFE INSURANCE AUSTRIA  AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WILDPRETMARKT 2-4  VIENNA AUSTRIA;VITA; 
20016;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;FWU LIFE INSURANCE LUX S.A.;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;RUE DE GASPERICH, 33, 5826  HESPERANGE LUSSEMBURGO;VITA; 
40742;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-02-06;9999-12-31;FÖRSÄKRINGSAKTIEBOLAGET ALANDIA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;31 ÄLANDSVÄGEN, PB 121,  MARIEHAMN FINLANDIA;DANNI; 
40355;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-09-15;9999-12-31;GAN ASSURANCES; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;8-10, RUE D'ASTORG, 75383 PARIS CEDEX 08  PARIGI FRANCIA;DANNI; 
40621;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-02-16;9999-12-31;GARD MARINE & ENERGY INSURANCE (EUROPE) AS; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;PO BOX 789 STOA  ARENDAL NORVEGIA;DANNI; 
10208;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GARTENBAU VERSICHERUNG VVAG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;VON-FRERICHS-STRASSE 8   WIESBADEN GERMANIA;DANNI;GARTENBAU_HORTISECUR@PEC.IT
40539;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2013-10-16;9999-12-31;GASANMAMO INSURANCE LIMITED GMI; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;MSIDA ROAD (GZR 1405)  GZIRA MALTA;DANNI; 
40602;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-11-12;9999-12-31;GASRULE INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;THIRD FLOOR, THE METROPOLITAN BUILDING, JAMES JOYCE STREET (DUBLIN 1)  DUBLINO IRLANDA;DANNI; 
10305;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;1995-11-09;9999-12-31;GD INSURANCE COMPANY DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O MARSH MANAGEMENT SERVICES (DUBLIN) LTD. GROUND FLOOR, CHARLOTTE HOUSE, CHARLEMONT STREET, DUBLIN 2 IRELAND  DUBLINO IRLANDA;DANNI; 
10273;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI DEUTSCHLAND VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ADENAUERRING 7  MONACO DI BAVIERA GERMANIA;DANNI; 
10475;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI ESPANA S.A. DE SEGUROS Y REASEGUROS; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CALLE ORENSE 2   MADRID SPAGNA;MISTA; 
10488;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI IARD S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 RUE PILLET-WILL - 75009  PARIGI FRANCIA;DANNI; 
40704;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-07-12;9999-12-31;GENERALI INSURANCE AD; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;68 "KNYAZ ALEXANDER DONDUKOV" BLVD  SOFIA BULGARIA;DANNI; 
20046;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI LEBENSVERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;ADENAUERRING, 7  MONACO DI BAVIERA GERMANIA;VITA; 
20007;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI LEVENSVERZEKERING MAATSCHAPPIJ NV; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DIERMERHOF 42  (1112 XN)  DIEMEN PAESI BASSI;VITA; 
40944;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-02-15;9999-12-31;GENERALI LUXEMBOURG S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2B, RUE NICOLAS BUVÉ (L- 1253)  LUSSEMBURGO LUSSEMBURGO;VITA; 
40535;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2013-08-27;9999-12-31;GENERALI OSIGURANJE D.D.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SLAVONSKA AVENIJA 1B, 10 000  ZAGABRIA CROAZIA;DANNI; 
40764;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-09-28;9999-12-31;GENERALI ROMANIA ASIGURARE REASIGURARE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;15, SQUARE CHARLES DE GAULLE FL. 6 AND 7 DISTRICT 1 (011857)  BUCAREST ROMANIA;DANNI; 
10152;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI SCHADEVERZEKERING MAATSCHAPPIJ N.V.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DIEMERHOF 42, POSTBUS 1888 (1110 CL)  DIEMEN PAESI BASSI;DANNI; 
41046;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-10-02;9999-12-31;GENERALI SEGUROS SA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AV. DA LIBERDADE, 242, 1250-149  LISBONA PORTOGALLO;MISTA; 
40260;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-03-11;9999-12-31;GENERALI TOWARZYSTWO UBEZPIECZEN SPOLKA AKCYJNA; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;15B POSTEPU STR. (02-676)  VARSAVIA POLONIA;DANNI; 
10267;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LANDSKRONGRASSE 1-3  VIENNA AUSTRIA;DANNI; 
20011;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI VIE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 RUE PILLET-WILL  PARIGI FRANCIA;VITA; 
40161;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-02-08;9999-12-31;GENERALI ZAVAROVALNICA D.D.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KR?IÈEVA ULICA 3  LUBIANA SLOVENIA;DANNI; 
10801;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GENERALI ČESKÁ POJIŠŤOVNA A.S.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SPÁLENÁ 75/16 (113 04)  PRAGA CECA, REPUBBLICA;DANNI; 
40303;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-10-13;9999-12-31;GENERATION VIE S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TOUR NEPTUNE-20, PLACE DE SEINE  PARIGI FRANCIA;VITA; 
41095;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-04-05;9999-12-31;GETSAFE INSURANCE AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WALDHOFER STR. 102  HEIDELBERG GERMANIA;DANNI; 
10523;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GJENSIDIGE FORSIKRING (GF); ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;P.O. BOX 276 N - 1326   LYSAKER NORVEGIA;DANNI; 
40164;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-02-08;9999-12-31;GLOBALITY S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;1A, RUE GABRIEL LIPPMANN (L-5365)  MUNSBACH LUSSEMBURGO;DANNI; 
10724;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GOLDEN ARCHES INSURANCE COMPANY DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C/O AON INSURANCE MANAGERS (DUBLIN) LTD. 38-39 FITZWILLIAM SQUARE  DUBLINO IRLANDA;DANNI; 
40244;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-08-27;9999-12-31;GOTHAER ALLGEMEINE VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GOTHAER ALLEE, 1  COLONIA GERMANIA;DANNI; 
41077;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-07-29;9999-12-31;GOTHAER ALLGEMEINE VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 QUAI KIEBER  STRASBURGO FRANCIA;DANNI; 
41130;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2023-09-14;9999-12-31;GRAWE ZAVAROVALNICA D.D.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GREGORČIČEVA ULICA 39, 2000  MARIBOR SLOVENIA;DANNI; 
40738;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-01-03;9999-12-31;GRAWE ÉLETBIZTOSÍTÓ ZÁRTKORUEN MUKÖDO RÉSZVÉNYTÁRSASÁG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;KASTÉLY UTCA. 2. A.B. ÉP. (H-7630)  PECS UNGHERIA;VITA; 
10401;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GRAZER WECHSELSEITIGE VERSICHERUNG AKTIENGESELLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HERRENGASSE 18-20  GRAZ AUSTRIA;MISTA;GRAWE-PEC@LEGALMAIL.IT
10696;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GREAT AMERICAN INTERNATIONAL INSURANCE (EU) DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;STATION HOUSE MAIN STREET MALAHIDE CO. DUBLIN  DUBLINO IRLANDA;DANNI; 
41094;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2022-03-23;9999-12-31;GREAT LAKES INSURANCE SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;JOYCE HOUSE, 22/23 HOLLES STREET - DUBLIN 2  DUBLINO IRLANDA;DANNI; 
40743;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2017-02-10;9999-12-31;GREAT LAKES INSURANCE SE;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;107 KÖNIGINSTRASSE  MONACO DI BAVIERA GERMANIA;DANNI; 
40317;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2010-01-25;9999-12-31;GREENSTARS BNP PARIBAS S.A.; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;23-25, AVENUE DE LA PORTE-NEUVE (L - 2227)  LUSSEMBURGO LUSSEMBURGO;DANNI; 
40617;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-02-06;9999-12-31;GREENVAL INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2ND FLOOR, THE ANCHORAGE, 17-19 SIR JOHN ROGERSON'S QUAY, DUBLIN 2  DUBLINO IRLANDA;DANNI;GREENVAL@PEC.MULTISERASS.COM
10575;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GROUPAMA ASSURANCE CREDIT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;10, RUE D'ASTORG   PARIGI FRANCIA;DANNI; 
10830;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;GROUPAMA ASSURANCE-CREDIT ET CAUTION; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;8/10, RUE D'ASTORG   PARIGI FRANCIA;DANNI; 
40693;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2016-03-17;9999-12-31;GROUPAMA GAN VIE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;8-10, RUE D'ASTORG (75383  CEDEX 8)  PARIGI FRANCIA;PICCOLO CUMULO; 
40378;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-01-25;9999-12-31;HAMILTON INSURANCE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;2 SHELBOURNE BUILDINGS CRAMPTON AVENUE BALLSBRIDGE  DUBLINO IRLANDA;DANNI; 
40509;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2013-01-22;9999-12-31;HANDELSBANKEN LIV FORSAKRINGSAKTIEBOLAG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TORSGATAN 14 (111 83)  STOCCOLMA SVEZIA;PICCOLO CUMULO; 
20063;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HANSARD EUROPE DAC; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;P.O. BOX 43, ENTERPRISE HOUSE FRASCATI ROAD, BLACKROCK, CO. DUBLIN  DUBLINO IRLANDA;VITA; 
40388;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2011-03-22;9999-12-31;HANSE MARINE VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;GROßER GRASBROOK, 10  AMBURGO GERMANIA;DANNI; 
10274;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HANSE-MERKUR REISEVERSICHERUNG AKTIENGESSLLSCHAFT; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SIEGFRIED-WEDELLS-PLATZ 1  AMBURGO GERMANIA;DANNI; 
40623;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-02-17;9999-12-31;HANSEMERKUR ALLGEMEINE VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;SIEGFRIED -WEDELLS- PLATZ 1  AMBURGO GERMANIA;DANNI; 
41018;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-01-29;9999-12-31;HANSEMERKUR INTERNATIONAL AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;DRESCHEWEG 1  VADUZ LIECHTENSTEIN;DANNI; 
40556;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-02-26;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HAMPTON HOUSE  27 MOUNT STREET LOWER - DUBLIN 2 - D02 FC43  DUBLINO IRLANDA;DANNI; 
10645;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HDI GLOBAL SE;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HDI-PLATZ, 1  HANNOVER GERMANIA;DANNI; 
10337;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;C.J. HAMBROS PLASS 2D  OSLO NORVEGIA;DANNI; 
10339;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;11 OMIROU & 1 VISSARIONOS STREET   ATENE GRECIA;DANNI; 
10342;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;CALLE DE LUCHANA N. 23  MADRID SPAGNA;DANNI; 
10408;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;WESTBLAAK 14 (3012 KL)  AMSTERDAM PAESI BASSI;DANNI; 
10171;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-01-03;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;TOUR TRINITY - 1 BIS PLACE DE LA DÉFENSE CS 20298  PARIGI FRANCIA;DANNI; 
41083;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2021-06-22;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LANGEBROGADE 3F  DK  COPENAGHEN DANIMARCA;DANNI; 
40555;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2014-02-26;9999-12-31;HDI GLOBAL SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DE TERVUEREN 273/1  BRUXELLES BELGIO;DANNI; 
40625;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-04-24;9999-12-31;HDI GLOBAL SPECIALTY SE;                ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HDI-PLATZ 1  HANNOVER GERMANIA;DANNI; 
40627;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2015-04-24;9999-12-31;HDI GLOBAL SPECIALTY SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HANTEVERKARGATAN 25 (S-104 22)  STOCCOLMA SVEZIA;DANNI; 
41028;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2020-04-01;9999-12-31;HDI GLOBAL SPECIALTY SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;LANGEBROGADE 3F - 1411  COPENAGHEN DANIMARCA;DANNI; 
40991;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-11-21;9999-12-31;HDI GLOBAL SPECIALTY SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;AVENUE DE TERVUEREN 273 / 1  BRUXELLES BELGIO;DANNI; 
41007;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2019-11-14;9999-12-31;HDI GLOBAL SPECIALTY SE; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BLAAK 34 - 3011  ROTTERDAM PAESI BASSI;DANNI; 
40261;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2009-03-11;9999-12-31;HDI VERSICHERUNG  AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;HDI-PLATZ 1  HANNOVER GERMANIA;DANNI; 
40215;Elenco II - imprese di assicurazione con sede legale in un altro Stato membro ammesse ad operare in Italia in libertà di prestazione di servizi;2008-08-08;9999-12-31;HDI VERSICHERUNG AG; ;IMPRESA SEE CHE OPERA IN LIBERA PRESTAZIONE DI SERVIZI;;;BUDAÖRSI ÚT 42  BUDAPEST UNGHERIA;DANNI; 
